VU_SM_ID,ROVI_SM_ID
132909,1561837
135247,1549972
257155,674114
211732,1107525
282058,1472743
263365,676534
1090454,1872851
540803,253570
134416,423471
211458,623971721
135405,11730078
195227,286362
97899,96631
133969,925531
9553,863606
129220,17537987
129288,1424739
129400,997158950
129458,2124203
129473,1836145
129520,2001738
129551,426095
129702,451212
129801,1378307
129843,469459
129953,1833819
130008,931231
129791,423850
130238,431068
130573,1855730
130622,1962200
130646,274312
130701,292123
130877,279809
132422,2170297
132898,2169560
133027,1835027
133088,17489293
133103,2168798
133119,2168651
133156,761310
133192,327940
133241,423684
133786,1835054
133866,1104787
703098,869345
135063,427903
135216,1673581
135214,2001241
135379,496709
135586,423675
135836,423420
135885,1294494
136062,345653
136083,462197
136247,1529726
136080,1709816
136215,168299
84837,49483
137637,508610
138085,429900
136245,2040605
138577,1424733
138615,129718
138662,427527
138678,1418328
138707,425417
138806,1562775
138838,423453
138853,423970
136240,423469
138884,11925873
91211,73180
139334,16883916
139583,1680642
139704,2103448
139754,484244
139763,1550306
140177,344335
140179,2078992
139729,1999104
142544,608889
174431,8196887
174473,8743137
182185,16888511
182264,1309421
182397,2173167
182455,13892823
182503,1836155
182530,2165623
182605,471861
182720,16885228
182843,2334107
182504,1835235
183044,8969186
183097,17503250
183224,424454
183590,2357228
183681,2334086
183748,2490711
183938,1552033
183976,2490832
189093,2366223
189727,16602091
190476,9952498
190566,2435701
190789,8202313
190878,17495228
191026,2484112
191515,18166039
192142,12166297
192196,18181222
192224,8565976
192460,321144
192819,1226144
192949,17892128
192991,2444634
193045,2490723
193071,8084961
193125,2314067
193451,2406698
193505,2467393
195781,17616400
196116,17971344
196153,11906493
196497,18828854
198007,13968726
198056,2480348
198111,2498864
198169,12453865
198437,1785402
198945,14031120
198952,432465
198946,2001298
199593,11847821
199654,17594852
199868,2224158
199936,2376417
199993,800392
200086,16901959
200540,1673513
201262,434398
201386,2295377
201624,2138418
202664,21719080
201856,13520723
202923,2120790
203112,14778569
203325,7905513
203539,417523
204162,17965390
204191,18998828
204200,2122334
204401,2329560
204727,17824680
204780,9715695
204837,1949526
204892,13742906
205419,10330519
205714,18950241
205785,2478513
206148,14225399
206363,19994976
206475,17525478
206510,17553536
206567,11908182
207855,2497425
207921,2266576
207950,19690471
207417,1308590
208033,18084164
208078,13305659
208111,18950272
208146,2369243
208301,8432609
208471,198782
209711,899215
210295,2334636
210391,593877
210595,423600
210675,423691
210736,865770
210782,454429
211039,2334119
211184,4321
211229,486936
211289,1878857
211492,229675
211557,425355
211861,1845884
211948,19955053
212310,129491
212342,129499
212766,1989997
212932,2083825
212961,19734026
213006,2013788
213091,2001264
213159,18815183
213561,1438700
213562,334142
7361,727975
213941,1327996
214129,1808332
214133,379645
214324,12067901
214485,20204020
213484,2484036
215758,412432
215973,2282600
216009,18785859
216193,18933836
216307,2010690
216463,17891288
216476,375166
216603,10399495
216687,13306749
217036,2350601
217114,13883004
217588,2069953
217780,2152878
217825,942596
218142,13963024
218293,17094610
218410,18858831
218598,424776
218963,1103586
219194,2169486
219991,2048135
220043,398424
220348,423607
220533,1553325
220972,18084026
221009,18821191
221737,1987080
221731,1394388
221931,2154617
222044,19105208
222062,1474189
222172,2040884
222169,18084016
222606,10385920
222617,19729647
223112,194715
223271,2489758
223298,411706
223340,1221271
223550,9485030
223663,212526
223756,13970530
224062,11860445
224082,1103250
224301,2084488
224347,13356102
224549,2001734
135865,864432
224684,18796684
224777,2481922
224926,423547
224992,1720082
225485,18848163
225539,12954572
225689,2469184
225725,2466200
225919,18848164
225986,423416
226455,14129496
226480,363510
226600,9987823
226749,19109320
227196,16942942
227336,2104237
227421,429121
228130,19732829
228159,11876757
228184,19696166
228205,17983367
228222,18916161
228450,1418323
537562,766647428
228823,18815516
138845,228247
229068,18135438
304867,18915170
229186,1479953
229197,18846680
229281,18797532
229388,22193054
229453,18797366
229816,19067012
229831,19103959
229997,18821096
230036,1609178
230349,13610633
230534,2486435
230949,1724540
231299,18810803
231458,18765804
231591,12416270
231670,2430871
231679,19104860
231708,19796950
231733,13801268
231835,17944016
231880,17999699
231889,19284552
231911,1700379
231941,2300286
232103,2105279
232278,19704743
232461,8996185
232560,1665868
232574,2114931
233028,16889242
233189,10281688
233382,10168526
233459,2199582
233792,1200466
233969,8350194
234053,16842337
234121,17168877
234158,2462329
234247,18215560
234292,9650028
234405,19212830
234495,18042138
234593,596961
234616,2235925
234965,269854
235373,1386471
235604,1204909
236200,423522
236354,2293050
236196,8339223
236534,2248275
236633,678766
237412,18933821
237421,19959016
237435,17491920
232894,16956869
237975,13305894
238168,18845710
238225,19113969
238234,1673497
238245,1438306
238283,1193096
238382,18040876
238400,2490563
239071,16892661
239073,1835232
239074,1534414
239072,2490589
239079,18815398
239080,19113842
239236,2333214
244121,19893665
244171,18858879
244360,1933657
244723,21588906
244836,17707965
245767,1956408
245804,8979855
245914,10021648
245971,2436108
246036,2439918
246057,1781169
246126,2187786
246272,9307637
246278,1541954
246454,2374195
246690,1863968
247412,1413438
247497,13295656
138820,1835575
248492,425162
248555,1687117
248674,11947579
248877,13987012
248943,19110354
249244,8003233
249476,845298
249590,1836180
249827,21609451
249848,19180255
252367,8969188
138841,423765
252993,430453
253214,13196091
253362,471219
253489,2335837
253654,881938
254023,19759378
254200,14262326
254345,480675
254728,747218
255689,11920073
255799,21521470
255832,424456
261125,99775
256614,21885668
257116,19760922
257268,13925708
257345,14895927
257411,2337372
257509,17016615
257801,1734906
258264,2490597
258321,2490602
258398,306786
258463,2491273
258576,1837250
258853,1835227
259305,8257507
259302,1755876
259666,2340551
259781,1752589
260056,19104020
260671,2490666
260824,10414495
260860,2168034
261049,2333113
261124,19955398
261304,2170032
261490,2333226
261622,2170301
263409,970480
138883,89472
263680,426614
265030,12966115
265231,431076
265449,1800074
265748,1213625
265788,19914346
266082,467407
266116,2404187
266444,323043
266506,2490743
266601,1667909
266870,19917055
267663,1406911
267744,815073
268460,1438313
268717,18220940
268747,2164316
268758,1418349
268967,2486672
269157,1943063
269304,2280424
269307,351761
138706,423478
270197,1261392
270360,2430807
270490,16820364
270528,2491249
270665,19173787
270970,2482608
271063,2247513
271075,2350577
271773,464847
272206,17940379
272354,10126841
272599,421657
272631,2204019
272771,1316567
272830,1941630
273066,1795312
273175,19150129
273283,426172
273312,2336802
273343,2284323
273379,975128413
273425,2363969
273514,9980308
273697,18189268
273767,19180230
273944,760174272
274173,1929763
276610,924033
276416,129752
275234,422185
276123,1545700
276756,631604
277364,13977514
277992,1635229
278093,2333105
282057,425684
282623,1272687
283054,425669
282151,1699911090
282970,17970298
282973,19061887
279448,20023622
281435,2130750
281436,2246085
281474,19881032
281536,280906
281396,2373267
281424,10421800
280884,2361755
281483,1672103
281819,18416437
281818,1853033
282080,2491199
282962,129126
283048,12147090
137903,430935
283813,18175463
288318,16886597
286271,18927943
286277,21995642
284405,13830035
318366,383552802
286272,268625
299043,18103555
299056,19632588
299055,66043970
299041,206476
286317,2223158
286244,2420637
286700,21926418
288066,444674
289796,11906626
289801,3424702909
289942,487997
290863,9408049
290895,223652
290901,2078346
291013,2190524
291109,1664257
291141,235491
291186,1831816
291189,1300209
291190,1379892
289799,1281479
289852,2420871
289853,2420909
289941,8630418
290900,2340318
290942,2366360
288496,22265203
288615,2061289
281395,2444536
289803,2383647
289943,1766166
290052,293906
290324,18815554
290861,1632441
290967,2151719
290970,1288712
290862,1857896
290969,10522767
290893,427152
289437,8190180
291156,2057544
291980,9895136
293395,2001270
294776,14129393
294781,12519653
294782,18165540
293460,2292008
293481,22028766
293843,19970263
293888,1458515
294476,18830549
294477,18858667
294478,19119457
294545,21551180
294578,22242682
294622,18102381
294655,17226926
294692,21904113
294735,21991000
293396,21981715
296423,19680639
296739,14773782
296740,2363933
296935,2151741
296936,1982228
296937,2338773
297084,2189721
297085,231774
297376,17564172
297405,16958261
297839,2166839
297840,801935
298467,8671470
298063,18785960
298458,426087
299037,481387
299181,756910
299429,17977784
300280,14959006
300289,22279883
300321,12917644
301302,67418216
301304,11863348
301299,2207952
302052,22335872
302070,19680716
302309,19917282
302352,15070569
302376,18042343
302418,19917954
302440,9048266
302501,8360069
302527,2259085
302544,10147705
302561,19917276
302590,2495913
302775,21985818
302921,19678041
302924,17691485
302998,14380236
303061,18792950
303112,9660826
303187,22011758
303188,21983077
303267,10730234
303363,14842434
303428,2432819
303470,22287990
303475,22302347
303484,18927681
303937,10596033
303953,10003652
304031,18172498
304047,2363894
304295,1479973127
305156,22312853
305785,780358
305787,425350
305815,425338
306412,19924734
306739,22463215
306751,22443076
306987,22359159
307114,67119585
307707,1309451
307741,253402
307742,1840934
307747,424455
307719,2167946
310574,354515
139182,425357
312213,540054093
311523,2166931
312926,2167248
313449,11803889
313450,17890457
313622,425339
313685,297231037
313802,21518552
314210,354268
314557,11935829
314558,2104509
314564,1369525
314565,22555616
314566,17980404
314567,66062597
316039,22465782
316043,128182
316044,12875721
316042,18045939
316545,447854476
316549,274108
316548,272185
317891,18933839
318036,22543623
361125,18933826
318162,22537877
138114,497516
318961,13927066
319702,12400185
319703,18858793
319704,19882324
319705,22051933
319706,66034450
319707,22526077
320020,21998502
266655,1588153
320103,19917674
320215,21962315
320522,18816641
320551,8680358
320728,19055656
320729,1323511
321182,19049980
322335,19917620
322327,16888582
322735,18830383
323092,2105382
323621,1323527
324036,66345176
324650,1954664
324684,2000674
325473,2416651
325474,18830442
140175,1787171
326735,2490775
326766,8177671
326791,1308574
326938,66093658
327344,19235539
327545,2452348
327730,1790203
328433,22441666
329417,1097523
323622,17543740
329468,2484010
329527,22537135
329485,18881224
330059,21915862
330060,19976357
330058,262826
330622,425330
330631,14636406
331223,66032939
331577,17006815
331816,13895757
331981,18845729
332989,22531921
333280,761749130
333405,21581275
333644,2000672
334453,310895172
334448,8240941
335442,22320400
335727,2086485
335728,414166
335743,2475665
334984,66474702
334985,17437307
524414,951714097
334986,22169813
336460,66493046
336524,22267144
336593,66312671
336618,22058220
336675,270965
336676,19678551
336680,369181
336677,556692055
336678,21592085
336679,1517956
337686,21568207
337865,66643588
337895,66441067
338131,18830334
338130,14076542
338906,2168096
338941,2333097
339130,1986184
340029,12662432
339830,2167954
339813,12053534
339811,17548417
339812,22334110
339852,22378257
339853,67507374
339854,22252989
340754,1672492
340794,66493448
341213,19055726
341295,9543008
341310,2490733
346295,66492462
341452,1835549
341529,2490737
341566,19152014
341599,410883
341820,10358046
341877,17891797
342282,2388383
342596,2333229
342669,1258454
342729,1835586
342788,2070876
342888,20574094
342997,20574092
344035,18828725
344045,66643178
344212,14595823
344739,22279621
345003,66492467
345128,66450826
346361,2158717
346296,512878
346360,2242840
346362,2002739
346516,424460
346251,19721498
346767,449303
347135,66120223
347136,18929133
347137,500235
347139,16709748
347141,9650276
347747,2467064
347802,66849416
347825,67041642
347922,66925241
348082,66864499
348084,18933830
348085,66642968
349128,66134364
349153,66971238
349381,67202922
349470,66971718
349611,18267040
350163,18933991
350434,568030
350973,66971417
351396,66482074
351981,443940316
351982,18772873
351983,14380501
352206,19205632
352582,2013891
352801,66693932
223726,9643551
352979,67036821
353109,66701447
353328,67204864
354224,2215255
354228,944827
354243,1135533
354246,181402
357333,66707162
357292,66855014
357394,19706278
357825,66708373
357886,66674138
358057,19765651
358185,67348879
358198,67346944
358552,66469222
359023,19958649
359316,67306752
359317,67348624
359318,67092101
359319,288182617
359320,66925852
359321,67845261
359315,18933945
358227,67353068
361577,66474158
361914,425367
362023,289932041
362208,19679934
362209,67305883
362278,431050
362299,22581506
362304,22463093
363470,432222
363555,22481286
363801,289933292
363999,1588673
364002,1778933
364377,457945
364397,776242
364443,87469
364449,161480
364442,19893663
365275,66615248
365276,66762748
365277,289928869
365278,66762860
365279,66762494
366601,461222
366942,67778993
367183,16882730
367991,242500
367992,495950
368085,298765312
369031,19104965
369029,18907020
369030,2365580
369398,423501
369474,66614488
370045,2366146
370729,295042352
371112,460639
371503,19992662
371655,1235585
371764,66911118
372122,928714
372214,295890887
372263,291860801
372300,303405284
372876,425332
372877,1860121
373248,2196716
372053,1448241
373438,269267
373436,18906972
373437,18815354
374671,302341032
374708,297353587
374755,302595486
374858,18830456
374885,21702641
375254,16887942
375363,302044825
375950,22265012
375955,8555000
375953,18938359
375952,2373470
376278,424726
376333,2035795
376584,2003303
377011,11851365
377016,11852184
378133,673096
378201,2333102
378202,13965076
378203,66856195
378204,66942255
378205,14729213
380107,291108286
380208,66988336
380385,19657063
381171,289925004
384869,303978762
381077,1354633403
381172,314830838
381226,300192247
382074,21645685
382075,432402044
382076,19684768
382409,21761027
382462,66762654
382585,16789113
383016,307012971
380121,66762843
380137,66941712
380113,66763197
380145,66927700
380108,66763055
383820,299031887
383822,297951025
383823,66762905
383824,18851501
385178,13833539
385464,22275045
385891,66762708
385892,314535382
386935,66942292
387007,67129987
387008,22537482
387009,18797319
130609,2169493
387014,18829943
387022,66926278
385179,18815807
387023,21964742
385893,66763107
389728,21770190
389877,21612328
389926,312870138
389991,315474127
389992,66407297
389993,322055360
389994,66421986
390315,1496959
390575,299289316
390603,67173716
391315,66762694
391775,312267767
391959,318794073
391976,22384455
392045,19934859
392126,309722765
392155,66674236
393079,11892787
393081,348481
321282,19678672
394757,324088292
395284,313439980
395334,319666451
395820,21886511
395905,66762676
397142,21492536
396521,12124014
396519,66716027
397183,324093706
397460,66223003
398076,2031659
398105,20038165
398785,322039823
398830,330351410
399613,19047397
400094,325158344
400243,66674216
400420,421722
401432,330033391
401309,432487
401307,19630660
401308,302042284
401310,67263002
401313,342454788
403148,67120373
403146,1886884
403149,234540
403150,449338
403151,425336
403152,1171935
403155,1081488533
403158,12022590
403159,444310
405424,13356181
405498,12706957
405559,66643428
321253,3550524719
406289,335356944
322424,17624199
400412,18181064
400413,18012683
400414,1323600
407168,66763139
407169,66911096
407530,21983277
407669,273527
408062,306075481
408154,277228
408520,21645349
408566,2246781
414444,361742
408680,1406176
408681,2103054
408353,22537430
408686,18770023
409515,250256
409575,22494975
409501,19755465
410019,19764488
410138,254120
410341,432193958
410389,8650841
410926,1899958
410922,378338644
410923,334198639
410924,66762508
410925,322976124
411703,335028669
411787,13917226
412081,367061862
412209,1719014434
412226,371697334
412328,362327383
412368,362327722
412775,361732167
413194,342774275
413299,360270379
413449,361366961
414319,11832830
414445,16885953
414820,19643706
415066,335324991
415238,342461064
415307,342460992
415989,337787714
416030,342457827
416265,66763168
416743,361724664
418237,22268432
418294,371675005
418505,66941505
502523,930493410
269850,21797579
429557,364020075
418848,878911
419700,378319244
320484,21803668
420141,372316611
321418,17958793
382586,366673
420474,66762635
420643,382854758
420812,434214239
420691,66942310
420748,379855534
421374,379546129
421463,361715340
421554,363702396
421857,22312600
422422,424606094
422421,18041844
422020,368515033
422021,433062848
422022,289933020
422023,426108460
422024,426135322
422025,297353879
422026,66585780
423739,66762712
423869,67048271
424132,1835145
425460,14747155
425557,371359597
425887,361732168
425969,361732170
426168,217185
426257,360270173
426681,461330965
426505,1681011
427257,425712271
426461,796492
321738,17972741
427459,2005008
427854,708567980
427943,66762667
232513,2292111
426545,19079542
426533,2473645
429445,424590241
429465,364404024
429485,67417176
429529,441515695
429633,424483965
429806,437276916
429835,66896003
337603,18200956
429996,359176084
430110,10385753
430241,462447843
433290,22377249
430438,66940354
321930,13690463
358242,66335085
431934,66120444
431947,457539904
432840,2477683
432863,2385314
433038,728961
433067,473629
433307,22375479
433680,463814891
433717,371687881
433754,469924310
433946,22443231
320331,19075887
434131,443684850
434667,364412056
434799,19048981
435002,465759111
435084,322981450
435133,423301562
435162,367621787
435183,11803690
435249,461391699
435278,469809696
436460,449428135
436606,1702142
437495,21609589
437845,272368
438217,556694614
442667,594900231
438435,299923394
438638,364387414
438993,300884821
439121,431834101
439348,361732171
439823,505830111
439872,463807425
321772,18104262
440061,299922709
440558,529308164
440755,527762799
440883,472603729
441008,327498328
441057,362025133
441274,327498014
441587,548558324
441640,333302894
441764,701988926
441825,835099615
442006,471976609
291252,1783272
443333,534913982
443382,563178247
443655,612992600
443700,623950751
444003,501857443
444060,767119679
444121,320273580
444150,948180237
338398,2481212
444361,66942266
444430,324100736
444495,329224775
444865,66092757
445120,66330236
445408,474742340
445481,518611329
445863,431831407
446120,503308789
446225,333009307
446278,66674246
446391,66762921
446436,1595408
446467,361418782
446774,425135
448789,67008735
448627,379491815
448794,302191
449893,504916541
449978,500775190
450365,533660481
450856,358855026
451003,475339559
451709,1886128
451839,453315883
452030,21653741
452171,536084817
452208,526606215
452251,533895238
452895,543466002
452996,525723435
453057,473267557
453094,449018989
453182,379219137
453239,12752020
453544,378292976
453653,20028573
453746,19629971
454189,1007357930
454251,434151567
454712,550397239
455374,555175992
455384,1714729
455538,1954085
455989,470026707
456108,322022674
456175,533646428
456503,557735497
456543,557735510
456579,19683685
456661,560909551
456784,525743966
456876,503303916
456896,565338910
456918,470925608
457096,503295965
457136,1001648392
457184,22287919
457490,526541224
457550,8963705
458011,66762570
458261,585245965
458783,21473762
460055,385192134
460515,11933600
460663,502898672
460685,500775407
461300,333925890
460774,655464834
461272,17889218
461346,557735508
461427,596647255
461679,623950710
461697,585214523
462419,1097826873
462677,1102252544
462761,11918297
462829,12207205
463276,623512055
463310,637789318
463368,650674913
463526,305343322
464117,425957
464770,67111861
464830,372002716
465471,561746088
465527,20008106
465605,501019645
465741,571818029
465889,506526183
465962,373826930
466056,317881162
466198,525742851
466346,367063218
466504,625900245
466574,639253088
467410,22494972
467633,503299957
468298,652363131
468342,545238693
468391,642178882
468493,331861562
468597,640864399
469009,693246994
469175,14170
469414,13560491
469571,14418348
469617,636525201
471125,660604149
471220,662693992
471408,648367861
472415,717186905
473144,545271034
473174,545199175
473488,664614966
473532,425414
473860,833276386
474107,668846142
474145,525708094
474249,342158675
476052,549092790
476206,371357783
476406,66492528
476691,682563091
476845,545237306
476960,545324814
477054,551107132
395104,301450772
363826,426051
477356,685408064
477374,678497220
477520,548632925
477584,546620812
478176,22393563
478208,331837486
478284,545323707
478304,593713680
478745,22280226
479069,545359971
479472,685280009
479502,652423493
479920,687953453
480484,371688440
481095,373852159
481541,545146860
481599,545233230
481849,917607
482196,545350771
482556,545392195
482927,688128168
483629,709689469
483765,545246626
483913,546339786
484033,545277544
484301,652398457
484341,652388400
484474,476089309
484807,545210599
484876,969719785
485423,551109410
485573,551138114
485903,685341029
486335,512463269
486546,720475242
486722,503292084
487027,526545711
487189,313425501
487273,770326629
487516,687961345
487608,717196092
487946,22491599
488057,746460642
488177,301456226
488234,781259539
488352,739811637
488870,731138227
489315,545386550
489887,10778972
490001,738278417
490115,545158899
490553,10060155
491186,556694484
491302,305343305
491356,443929610
511235,869509798
492148,606067221
492468,657680711
492550,768442813
492580,700202203
492636,525749367
492714,706855383
492835,727681842
492945,737259089
493027,371356026
493274,447974038
493909,724318697
494260,661587630
494286,657776794
494392,525752021
494552,1953362
494811,733564782
495076,772145035
495146,722909198
496204,525753315
496254,795397857
496499,657757292
497154,783045674
497192,776204630
497222,525725675
497698,8332458
497752,299626142
497956,841067040
497992,841067043
498092,815632064
498373,780134614
498794,791604076
498934,659462865
499705,327207867
499807,719444
499875,22526493
500957,810494109
501003,808863132
501177,746084117
501252,379820750
501735,820677808
501949,525753267
502250,998217876
502362,783375233
502396,373851727
502418,853376810
502774,872294137
321791,18021000
503269,795625267
503415,804658459
503583,11968909
504535,668845778
504557,548704327
504723,526573690
504767,797012416
504821,833195887
504863,832280180
504901,768415079
505481,333627570
505543,862521792
505685,869482964
505831,836611771
505913,829654096
506149,374175853
506235,861148586
506265,22327679
506591,846784597
506639,545216860
